docId,sku,name,price,cat,supplier,sourceUrl,diagnosis_group,diagnosis_reason,matched_variant,matched_in_set
"qG7IikfFKNsoBNsTZv8i","UK18158","כיפה ד.מ.צ. לבן עם פס שחור איכותי קשיח 18 ס""מ","61.02","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"qJIyIJ4g9tNDy8itdINI","UK11010","כיפה קטיפה ""ארט-מן"" עם אותיות בולטות זהב ""יברכך"" גודל 4 - שחור","43.58","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"qJRkmLHIqAF5zfz8abFQ","UK10303","כיפה ארטמן קטיפה ירוק בהיר רקמה רבי שמעון בר יוחאי גודל 3","39.22","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"qacq7SgYdWo0AvGOhUJE","UK17161","כיפה סטן לבן 19 ס""מ עם עיטור ריקמה","8.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"qcGTjNpP2eoqyxM6Ns4L","UK11889","כיפה סטן לבן 18 ס""מ","3.57","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"qywoNMYACAVzFEuNZYQC","UK18967","כיפה דמוי עור ארטמן שחור 19 ס""מ","26.14","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"qzXGSMCQewGwl3K50gIi","UK16301","כיפה לבנה סרוגה 17 ס""מ חוט עבה פס כסף","14.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"r5kvN7PbnIOoLKFZfNOQ","UK19309","כיפה קטיפה ""ארט-מן"" עם ריקמה האש שלי גודל 4 - כחול","39.22","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"r7jV81KlAujVxslYHVpU","UK16395","כיפה ""מופת"" קטיפה שחורה גודל 4 20 ס""מ - 6 חלקים ללא סרט","11.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"r85Gl2xGEjH0YmxEoFuC","UK15463","כיפה טרילין ""ארט מן"" שחור גודל 4 - 6 חלקים","29.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"r89qO1W9BcRuRM7f4co1","UK16293","כיפה קטיפה פלוש שחורה 4 חלקים גודל 8 24 ס""מ ללא סרט","11.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"rG8mrtydu0nHNfuIb878","UK15989","כיפה בד מהודרת - כחול - גודל 4 - 19 ס""מ","19.47","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"rLH2w0nCyX0GskgYVYtE","UK10432","כיפה קטיפה ""ארט-מן"" עם אותיות בולטות זהב ""יחי אדוננו..""גודל 4 - שחור","47.94","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"rSPi5nOo4FDlNkfuzubN","UK16362","כיפה סרוגה 15 ס""מ שחור מסביב פס אפור","14.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"rUANqwvHJWqsyT9Lvmix","UK10257","כיפה קטיפה ""ארט-מן"" עם ריקמה בבא סאלי גודל 3 - כחול כהה","39.22","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"ra4rdiIhwCXai3RiFdwx","UK16673","כיפה סרוגה 16 ס""מ עם רקמה כסף דגל ישראל","19.47","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"rbFtIYGGmQJx64PYTDhL","UK19150","כיפה עור ""ארטמן"" 15 ס""מ כחול","23.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"rhSkA91F1aV2Ghe7qg5M","UK10137","כיפה פריק 22 ס""מ גוונים מהודרת","23.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"ri3krAgtRVERAIUYEiDy","UK19686","כיפה קטיפה ""ארט-מן"" עם ריקמה יחי אדוננו גודל 4 - י","39.22","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"rm9Bh5vGbWoEfGSACNXB","UK16360","כיפה סרוגה 15 ס""מ שחור מסביב פס כחול","14.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"rsY9w7AAeVwxVkQeAVTA","UK10039","כיפה ארטמן קטיפה נחמן אפור עם רקמה כסף גודל 4","39.22","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"s1CSZo3kRwxlX6NyXp8o","UK50088","מחזיק גפרורים אקריליק זהב שוכב","80.64","שבת","israel-judaica","https://www.israel-judaica.com/index.php?option=com_art&view=product&sku=UK50088&lang=he","C","not_found_after_normalization","",""
"s7aLEIaKaTXrnjsuQYIR","UK80672","כלי עם מיני בשמים ""עם פרחים"" מקריסטל עם מכסה 4X6 ס""מ","71.92","יודאיקה","israel-judaica","https://www.israel-judaica.com/index.php?option=com_art&view=product&sku=UK80672&lang=he","C","not_found_after_normalization","",""
"sGwiVrUxzpSpJbuVtScs","UK10049","כיפה ארטמן קטיפה נחמן כחולה כהה עם רקמה כסף גודל 4","39.22","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"sLo8id02MS1J9DSQHTMD","UK11264","כיפה DMC סריגה ישראלית חלק עם פס 18 ס""מ אין החז","80.64","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"sN4dH2axbXctK4hjK7Gd","UK00480","כיפה סטן בצבע כסף","4.17","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"sNy2sYhWHvIoU18YpZjE","UK19685","כיפה קטיפה ""ארט-מן"" עם ריקמה יחי אדוננו גודל","39.22","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"sXNz1yst3P3adjgfoeNC","UK82238","סט הבדלה מגש מסתובב קריסטל זהב","356.38","יודאיקה","israel-judaica","https://www.israel-judaica.com/index.php?option=com_art&view=product&sku=UK82238&lang=he","C","not_found_after_normalization","",""
"sjXnd20FadjFmfPJ65I5","UK55590","כלי לבשמים מקריסטל עם פלקטה ""עיטור"" 8.55 ס""מ עם פרחים","108.98","יודאיקה","israel-judaica","https://www.israel-judaica.com/index.php?option=com_art&view=product&sku=UK55590&lang=he","C","not_found_after_normalization","",""
"su4Kk26tuqy2EMz9gegj","UK19013","כיפה פריק 21 ס""מ גוונים כחול כהה אפור תכלת","23.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"suusMqhP6F5Pg1hEfNSC","UK10293","כיפה קטיפה ""ארט-מן"" עם ריקמה הרב יורם אברגל גודל 3 - זהב","39.22","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"szzA5E3eEUgxKHeViRwe","UK19682","כיפה קטיפה ""ארט-מן"" עם ריקמה יחי אדוננו גודל","39.22","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"t2DXgFqXxl6eYlBOqFDB","UK19160","כיפה פריק 24 ס""מ גוונים","23.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"t3k6Gn0FivkbUFbhyVc7","UK10435","כיפה קטיפה ""ארט-מן"" עם אותיות בולטות כסף ""יחי אדוננו..""גודל 4 - אפור בהיר","47.94","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"tG40EjRKkSHb9KYQXwTx","UK18309","כיפה פריק כחול ""נחמן מאומן"" 24 ס""מ","23.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"tKc9L673XPxFBR1vRsvv","UK14558","כיפה בד מהודרת שחור 19 ס""מ","8.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"tcNpXxVqFtnVxiJtRtGk","UK80647","כלי לבשמים מקריסטל עם פלקטה 8X6 ס""מ","108.98","יודאיקה","israel-judaica","https://www.israel-judaica.com/index.php?option=com_art&view=product&sku=UK80647&lang=he","C","not_found_after_normalization","",""
"tfodocFXDZQgff7cZZcd","UK11110","כיפה סרוגה 20 ס""מ לבן חלק - 12 יח","17.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"tgdWIHNANL4rNqhJvSez","UK81704","נר הבדלה צבע כסף ומהודר 16 ס""מ","43.58","יודאיקה","israel-judaica","https://www.israel-judaica.com/index.php?option=com_art&view=product&sku=UK81704&lang=he","C","not_found_after_normalization","",""
"trz8jgBnPh80frybZ6UL","UK11219","כיפה סרוגה 17 ס""מ שחור מחורר - 12 יח","17.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"tsqRgjsf6zWzF01J7C4P","UK11255","כיפה DMC סריגה ישראלית דוגמת שטיח 14-16 ס""מ אין החזרת סחורה","65.38","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"u4LxC6L1jctbNyolmFX8","UK15396","כיפה קטיפה ""ארט-מן"" 17 ס""מ - ירוק","26.14","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"uCAWGoVpQz6AXNSJWDFc","UK19033","כיפה עור ארטמן חום 15 ס""מ","23.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"uKL4z1Pt9aWTlisBz7MX","UK14537","כיפה מהודרת משי פשתן תכלת בהיר 19 ס""מ","8.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"uWSuIHeVptEwsjsfe7A4","UK19681","כיפה קטיפה ""ארט-מן"" עם ריקמה יחי אדוננו גודל","39.22","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"uirOkxE6zYruL5nGxK1t","UK40819",".כלי לבשמים מקריסטל עם פלקטה ""ירושלים"" 8X6 ס""מ","108.98","יודאיקה","israel-judaica","https://www.israel-judaica.com/index.php?option=com_art&view=product&sku=UK40819&lang=he","C","not_found_after_normalization","",""
"uqNRlqYA54rwHCVUca2x","UK40822","כלי לנר הבדלה מקריסטל עם פלקטה ""אורנמנטים"" 13 ס""מ","119.88","יודאיקה","israel-judaica","https://www.israel-judaica.com/index.php?option=com_art&view=product&sku=UK40822&lang=he","C","not_found_after_normalization","",""
"uxErXgE5mphmXwLMZk62","UK80693","","119.88","","israel-judaica","","C","not_found_after_normalization","",""
"v07ScCUFpkj4OWMdJtxe","UK10016","כיפה סרוגה 16 ס""מ שחורה עם ריקמה ""בבא סאלי"" כסף","23.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"v5nbPPJq9jzmA71p27BM","UK11230","כיפה סרוגה דגמים מעורבים - רקע שחור - 16 ס""מ - 24 יח","16.47","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"vFc3xAEk9WDOITgRjx17","UK10358","כיפה קטיפה ""ארט-מן"" עם אותיות בולטות האש שלי גודל 4 - שחור","43.58","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"vGUWbuyEOaRS6qNRH3nW","UK18191","כיפה ד.מ.צ. לבן עם פס שחור 20 ס""מ","39.22","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"vGcpNU7OE2mat09COIDp","UK51564","","108.98","","israel-judaica","","C","not_found_after_normalization","",""
"vGlRexlbWJ7yjYQvVe9M","UK10516","כיפה קטיפה ""ארט-מן"" עם אותיות בולטות זהב ""יברכך"" גודל 4 - שחור","43.58","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"vKBLos2aBwHVXVnJDPxU","UK49220","כלי לבשמים מקריסטל עם פלקטה ""ירושלים"" 8X6 ס""מ","87.18","יודאיקה","israel-judaica","https://www.israel-judaica.com/index.php?option=com_art&view=product&sku=UK49220&lang=he","C","not_found_after_normalization","",""
"vNfsA3rbiZ9qawJFQZ3C","UK11220","כיפה סרוגה 19 ס""מ שחור מחורר - 12 יח","17.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"vS6CZGfwc6jno4CU1Do2","UK15465","כיפה טרילין ""ארט מן"" שחור גודל 6 - 6 חלקים","29.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"vVJcWgrbshu8BVpnSOe5","UK11252","כיפה DMC סריגה ישראלית חלק עם פס 9-11 ס""מ אין החזרת סחורה","43.58","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"vd9ki6RIMy3iLNZwOn8o","UK18937","כיפה קטיפה ארטמן שחורה 4 חלקים עם סרט 21 ס""מ","26.14","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"vpjsawRHnXG5vzllTy6P","UK18214","כיפה ד.מ.צ. כחול כהה 18 ס""מ","61.02","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"vra6m9fibJ0qYQGtJ9QH","UK17715","כיפה אולטרא סוויד שחור 19 ס""מ ""מגן דויד"" כסף ומ","26.14","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"w6BFFpSHJRvbVvfGJA8N","UK53122","סיכות לכיפה צבע שחור בליסטר 12 יח` חזקות מאוד","5.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"wCD5FFJS8itQ9doJXdPs","UK12459","כיפה סרוגה 17 ס""מ מחורר לבן פסי כסף","14.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"wP2LgsGXvaRw7Yh5nkcd","UK10103","כיפה בוכרית גודל 50 ס""מ - צבעים שונים","23.96","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"wUlqdPIUQRKB4Ihe5kUa","UK18204","כיפה ד.מ.צ. אפור 16 ס""מ","47.94","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"wWiihmQzVrur1Um7aW09","UK81771","כלי לבשמים מקריסטל פלקטה ירושלים עם תערובת פרחי","108.98","יודאיקה","israel-judaica","https://www.israel-judaica.com/index.php?option=com_art&view=product&sku=UK81771&lang=he","C","not_found_after_normalization","",""
"wX0NyMd4ETYQid8v8n9J","UK17680","כיפה קטיפה ""ארט מן"" עם ריקמה אותיות גודל 3 - ירוק","30.5","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"wYRgIaRFiTb28vrvtNwQ","UK18964","כיפה סרוגה 16 ס""מ שחורה עם ריקמה ""האש שלי"" זהב","23.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"whClK3y1HWAzIAspj5vN","UK18011","כיפה פשתן עם רקמה 19 ס""מ","23.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"woMrGfGnJOAhwZreTb9I","UK10515","כיפה קטיפה ""ארט-מן"" עם אותיות בולטות זהב ""האש שלי"" גודל 4 - אופוויט","43.58","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"wvtI7DcilTjUszUY61SG","UK18215","צצ כיפה ד.מ.צ. כחול כהה 16 ס""מ","47.94","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"wxycJp4VH4Zzk5Fn9N4d","UK14959","כיפה קטיפה ""ארט-מן"" עם ריקמה מגן דוד גודל 4 - ירוק בהיר","39.22","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"x0Twnr5WtvJtQPRUyVso","UK89928","","26.14","","israel-judaica","","C","not_found_after_normalization","",""
"x3PkfNnQQtTom9sb3dKp","UK10082","כיפה ארטמן קטיפה ה יתברך אוהב אפור עם רקמה כסף גודל 4","39.22","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"x8FZRK1EPVjhshFU6Ha7","UK15593","כיפה ""מנטש"" קטיפה שחורה גודל 3 19 ס""מ - 4 חלקים עם סרט","11.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"xBQrFqkZZpV84gjm9jgH","UK18160","צצ כיפה ד.מ.צ. לבן עם פס כסף 18 ס""מ","61.02","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"xKxkiXd6hTcC2nu2UGtY","UK82794","אשר יצר אשכנזי מלבן אקריליק מסגרת זהב","196.18","יודאיקה","israel-judaica","https://www.israel-judaica.com/index.php?option=com_art&view=product&sku=UK82794&lang=he","C","not_found_after_normalization","",""
"xQSMXk9Fr4woi4hXvTdN","UK17202","כיפה קטיפה ""ארט מן"" עם ריקמה אותיות גודל 4 - כחול","30.5","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"xRdn6BPkOF2H7g5mrHKi","UK48087","עץ הברכות צבעוני לתליה ברכת הבית אנגלית 20X19 ס""מ","43.58","יודאיקה","israel-judaica","https://www.israel-judaica.com/index.php?option=com_art&view=product&sku=UK48087&lang=he","C","not_found_after_normalization","",""
"xSJD91MjjBzS0P86fBXV","UK17394","כיפה ""פריק"" לבן חלק 21 ס""מ","23.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"xTwnEcBgEnjGBM3TgkK2","UK15306","כיפה סרוגה 19 ס""מ לבן חלק","14.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"xe6PMXBYXvFhcQ3zhiMk","UK19997","כיפה בד מהודרת גודל 2 שטוח - 15.5 ס""מ","8.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"xjjHpLgM7h7qRKaH1v2F","UK15522","כיפה בד מהודרת כחול כהה מבריק גודל 4 19 ס""מ","8.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"xtvIhWSsAFFXdPrX3h2d","UK82705","נטלה ""במבוק עבה"" עם הדפסה ""נטילת ידים"" 14 ס""מ","26.14","יודאיקה","israel-judaica","https://www.israel-judaica.com/index.php?option=com_art&view=product&sku=UK82705&lang=he","C","not_found_after_normalization","",""
"xy0FXCQKecs4oavhzKr7","UK19683","כיפה קטיפה ""ארט-מן"" עם ריקמה יחי אדוננו גודל 4 - כ","39.22","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"y47ZNDP4QxCAfqtSqFuE","UK19307","כיפה קטיפה ""ארט-מן"" עם ריקמה האש שלי גודל 4 - כחול","43.58","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"y65EcxGSYlQ7SxesHbkH","UK81812","מגש אקריליק להבדלה 25 ס""מ","152.58","יודאיקה","israel-judaica","https://www.israel-judaica.com/index.php?option=com_art&view=product&sku=UK81812&lang=he","C","not_found_after_normalization","",""
"yCc0pEy9wjAnGGB2GNSd","UK40068","נטלה מהודרת מפולימר 14 ס""מ","119.88","יודאיקה","israel-judaica","https://www.israel-judaica.com/index.php?option=com_art&view=product&sku=UK40068&lang=he","C","not_found_after_normalization","",""
"yGu8VBEd5LJCDoN3pR3G","UK19222","כיפה ""פריק"" 21 ס""מ פסים סגול ולבן","23.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"yR5Q0uqivzjcviSTjcok","UK18934","כיפה קטיפה ארטמן שחורה 4 חלקים עם סרט 18 ס""מ","26.14","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"yR7L78pwwUphpXzvqDBE","UK81813","מגש אקריליק להבדלה 25 ס""מ","152.58","יודאיקה","israel-judaica","https://www.israel-judaica.com/index.php?option=com_art&view=product&sku=UK81813&lang=he","C","not_found_after_normalization","",""
"yW3rFN3JxK8p3AnaNg9j","UK15624","(כמו 16409) כיפה קטיפה פלוש שחורה 4 חלקים גו","20.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"yl9M6H6Jrd8SyQho7ssX","UK16457","כיפה סרוגה 16 ס""מ לבן 6 מגיני דוד כסף","19.47","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"z4Io5AxvminLerurTcFA","UK10360","כיפה קטיפה ""ארט-מן"" עם אותיות בולטות רבי מאיר גודל 4 - שחור","43.58","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"zDqO40uNR9xt94q8suoY","UK16035","כיפה סטן לבנה 19 ס""מ הדפסה כסף ""מזל טוב""","11.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"zF1L0X48CiicBWgYDvHr","UK35963","בורא מאורי האש מאקריליק ""אותיות בולטות""","98.08","יודאיקה","israel-judaica","https://www.israel-judaica.com/index.php?option=com_art&view=product&sku=UK35963&lang=he","C","not_found_after_normalization","",""
"zOm9PriEkCI6P9ZXm09N","UK10291","כיפה קטיפה ""ארט-מן"" עם ריקמה הרב יורם אברגל גודל 3 - ורוד","39.22","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"zT4nsjOuxPWEilJvP3zV","UK11888","כיפה סטן לבן 17 ס""מ","3.57","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"zsclOdiJokkoChBt2W2c","UK83142","סט פולימר מגש להדלקת נרות וזוג פמוטים מהודרים","239.78","שבת","israel-judaica","https://www.israel-judaica.com/index.php?option=com_art&view=product&sku=UK83142&lang=he","C","not_found_after_normalization","",""
"22jYez5SJbKueZPLP4cu","X5410","זוג פמוטי קריסטל קוביה בגוון אמבר","130.43","עיצוב הבית","paldinox","https://paldinox.co.il/product/%d7%96%d7%95%d7%92-%d7%a4%d7%9e%d7%95%d7%98%d7%99-%d7%a7%d7%a8%d7%99%d7%a1%d7%98%d7%9c-%d7%a7%d7%95%d7%91%d7%99%d7%94-%d7%aa%d7%97%d7%aa%d7%99%d7%aa-%d7%90%d7%9e%d7%91%d7%a8-6-6-%d7%a1%d7%9e-%d7%92/","C","not_found_after_normalization","",""
"2CCznTA65qXTrixtiCns","X5038EZ","סכין חלה נירוסטה עם ציפוי זהב לשבת והחגים","97.84","יודאיקה","paldinox","https://paldinox.co.il/product/%d7%a1%d7%9b%d7%99%d7%9f-%d7%a0%d7%99%d7%a8%d7%95%d7%a1%d7%98%d7%94-%d7%9c%d7%97%d7%9c%d7%94-%d7%a9%d7%91%d7%aa-%d7%95%d7%99%d7%95%d7%9d-%d7%98%d7%95%d7%91-%d7%a6%d7%99%d7%a4%d7%95%d7%99-%d7%96%d79-3/","C","not_found_after_normalization","",""
"3q4ngBuUklwzvV8WmB62","X3730K","פמוט קריסטל עם כוס","336.98","עיצוב הבית","paldinox","https://paldinox.co.il/product/h61-%d7%a4%d7%9e%d7%95%d7%98-%d7%a7%d7%a8%d7%99%d7%a1%d7%98%d7%9c%d7%9b%d7%95%d7%a1/","C","not_found_after_normalization","",""
"4611cVfyrMfuG6JJHlf5","X5117Z","גביע קידוש עם תחתית קריסטל זהב","119.57","כלי שולחן והגשה","paldinox","https://paldinox.co.il/product/%d7%92%d7%91%d7%99%d7%a2-%d7%a7%d7%99%d7%93%d7%95%d7%a9%d7%aa%d7%97%d7%aa%d7%99%d7%aa-%d7%a7%d7%a8%d7%99%d7%a1%d7%98%d7%9c-%d7%a6%d7%91%d7%a2-%d7%96%d7%94%d7%91-h15d11/","C","not_found_after_normalization","",""
"6sIhGhbOW1rBGyxdaHYX","X875","נטלה מים אחרונים כסף מבריק","152.64","יודאיקה","paldinox","https://paldinox.co.il/product/%d7%9e-%d7%9e%d7%99%d7%9d-%d7%90%d7%97%d7%a8%d7%95%d7%a0%d7%99%d7%9d-%d7%a4%d7%99%d7%9c%d7%92%d7%a8%d7%99%d7%9d-%d7%9e%d7%95%d7%9b%d7%a1%d7%a3/","C","not_found_after_normalization","",""
"8jb10dvjQOmq3MFOHGbv","X5238","פמוט קריסטל 7 קנים – עיצוב מרחיק","541.36","עיצוב הבית","paldinox","https://paldinox.co.il/product/%d7%a4%d7%9e%d7%95%d7%98-7-%d7%a7%d7%a0%d7%99%d7%9d-%d7%a7%d7%a8%d7%99%d7%a1%d7%98%d7%9c-%d7%92%d7%95%d7%91%d7%94-50-42-30-%d7%a1%d7%9e-%d7%a8%d7%95%d7%97%d7%91-40-%d7%a1%d7%9e-%d7%a2%d7%95%d7%9e/","C","not_found_after_normalization","",""
"9VB2gVvgPuBjsmwLheyz","X3052","פמוט 5 קנים בסיס משושה בציפוי כסף","215.23","עיצוב הבית","paldinox","https://paldinox.co.il/product/h23-%d7%a4%d7%9e%d7%95%d7%98-5-%d7%a7%d7%a0%d7%99%d7%9d-%d7%91%d7%a1%d7%99%d7%a1-%d7%9e%d7%a9%d7%95%d7%a9%d7%94-%d7%a6%d7%99%d7%a4%d7%95%d7%99-%d7%9b%d7%a1%d7%a3-%d7%9c%d7%9b%d7%94/","C","not_found_after_normalization","",""
"Afg5x0miN6sQ2ciEhSxr","X4702A","h13.5 נטלה נירו’ אמייל שנהב “נטילת ידיים”","110.94","יודאיקה","paldinox","https://paldinox.co.il/product/h13-5-%d7%a0%d7%98%d7%9c%d7%94-%d7%a0%d7%99%d7%a8%d7%95-%d7%90%d7%9e%d7%99%d7%99%d7%9c-%d7%a9%d7%a0%d7%94%d7%91-%d7%a0%d7%98%d7%99%d7%9c%d7%aa-%d7%99%d7%93%d7%99%d7%99%d7%9d-2/","C","not_found_after_normalization","",""
"AuOdMY2T0ldeCfeZRz7E","X1549S","כוס קידוש זהב וכסף עם פסים ורגל","171.76","כלי שולחן והגשה","paldinox","https://paldinox.co.il/product/%d7%9b%d7%95%d7%a1-%d7%a7%d7%99%d7%93%d7%95%d7%a9-%d7%a8%d7%92%d7%9c-%d7%a4%d7%a1%d7%99%d7%9d-%d7%9b%d7%a1%d7%a3-%d7%96%d7%94%d7%91-%d7%a6%d7%99%d7%a4%d7%95%d7%99-%d7%9c%d7%9b%d7%94/","C","not_found_after_normalization","",""
"BjzQBNvucvkXCRhLctnn","X364J","כוס קידוש מוכסף ירושלים ותחתית","128.27","כלי שולחן והגשה","paldinox","https://paldinox.co.il/product/%d7%9e%d7%9b%d7%95%d7%a1-%d7%a7%d7%99%d7%93%d7%95%d7%a9-%d7%9e%d7%95%d7%9b%d7%a1%d7%a3-%d7%99%d7%a8%d7%95%d7%a9%d7%9c%d7%99%d7%9d%d7%aa%d7%97%d7%aa/","C","not_found_after_normalization","",""
"DZtYGtzidvzfJDfI2k0r","X4990B","קופת צדקה נירוסטה בסגנון ארט דקו שחור וזהב","93.5","יודאיקה","paldinox","https://paldinox.co.il/product/%d7%a7%d7%95%d7%a4%d7%aa-%d7%a6%d7%93%d7%a7%d7%94-%d7%a0%d7%99%d7%a8%d7%95%d7%a1%d7%98%d7%94-art-deco-%d7%a9%d7%97%d7%95%d7%a8-%d7%96%d7%94%d7%91-2/","C","not_found_after_normalization","",""
"DeqWLatnW6fzQQCjGBmf","X3956Z","נטלה אלומיניום עם אבן ירושלמית מוזהבת","115.3","עיצוב הבית","paldinox","https://paldinox.co.il/product/%d7%a0%d7%98%d7%9c%d7%94-%d7%90%d7%9c%d7%95%d7%9e%d7%99%d7%a0%d7%99%d7%95%d7%9d-%d7%a7%d7%99%d7%a9%d7%95%d7%98-%d7%90%d7%91%d7%9f-%d7%99%d7%a8%d7%95%d7%a9%d7%9c%d7%9e%d7%99%d7%aa-%d7%9e%d7%95%d7%96/","C","not_found_after_normalization","",""
"FBlaRd4IgE7cuBUZB8Mo","X874","מלחיה בודדת וכפית מוכספת סגנון פילגרים","80.44","יודאיקה","paldinox","https://paldinox.co.il/product/%d7%9e%d7%9c%d7%97%d7%99%d7%94-%d7%91%d7%95%d7%93%d7%93%d7%aa-%d7%95%d7%9b%d7%a4%d7%99%d7%aa-%d7%a4%d7%99%d7%9c%d7%92%d7%a8%d7%99%d7%9d-%d7%9e%d7%95%d7%9b%d7%a1%d7%a3/","C","not_found_after_normalization","",""
"FwDrQBLhGIUn2LEUc6y2","X874","מלחיה בודדת וכפית פילגרים מוכסף","80.44","יודאיקה","paldinox","https://paldinox.co.il/product/%d7%9e%d7%9c%d7%97%d7%99%d7%94-%d7%91%d7%95%d7%93%d7%93%d7%aa%d7%9b%d7%a4%d7%99%d7%aa-%d7%a4%d7%99%d7%9c%d7%92%d7%a8%d7%99%d7%9d-%d7%9e%d7%95%d7%9b%d7%a1%d7%a3/","C","not_found_after_normalization","",""
"Gt6eKoEJdFfcTmeKK33Y","X5238","פמוט קריסטל 7 קנים – גובה 50 ס""מ","541.36","עיצוב הבית","paldinox","https://paldinox.co.il/product/%d7%a4%d7%9e%d7%95%d7%98-7-%d7%a7%d7%a0%d7%99%d7%9d-%d7%a7%d7%a8%d7%99%d7%a1%d7%98%d7%9c-40-14-2-%d7%92%d7%95%d7%91%d7%94-76-%d7%a1%d7%9e/","C","not_found_after_normalization","",""
"H0lqMCZfj0exkwwhC2Bv","X5296","נטלה אקרילית בגוון כתום הדרגתי","128.34","יודאיקה","paldinox","https://paldinox.co.il/product/%d7%a0%d7%98%d7%9c%d7%94-%d7%90%d7%a7%d7%a8%d7%99%d7%9c%d7%99%d7%aa-%d7%9b%d7%aa%d7%95%d7%9d-%d7%94%d7%93%d7%a8%d7%92%d7%aa%d7%99-%d7%95%d7%99%d7%93%d7%99%d7%95%d7%aa-%d7%a9%d7%a7%d7%95%d7%a4%d7%95/","C","not_found_after_normalization","",""
