supplier,holiday,sku,name,price,supplierPrice,variants,images,url
mysiddurname,חנוכה,MSN-823-232,"ספר הקידוש בעיצוב אישי עם כריכה רכה בצבע לבן",34.9,34.9,0,3,https://mysiddurname.co.il/product/%d7%a1%d7%a4%d7%a8-%d7%94%d7%a7%d7%99%d7%93%d7%95%d7%a9-%d7%9b%d7%a8%d7%99%d7%9b%d7%94-%d7%a8%d7%9b%d7%94-%d7%91%d7%a6%d7%91%d7%a2-%d7%9c%d7%91%d7%9f-%d7%91%d7%a2%d7%99%d7%a6%d7%95%d7%91-%d7%90/
mysiddurname,חנוכה,MSN-2f458ef30b46,"סדר הדלקת נרות חנוכה כריכה רכה – לבן",10.9,10.9,0,3,https://mysiddurname.co.il/product/%d7%a1%d7%93%d7%a8-%d7%94%d7%93%d7%9c%d7%a7%d7%aa-%d7%a0%d7%a8%d7%95%d7%aa-%d7%97%d7%a0%d7%95%d7%9b%d7%94-%d7%9b%d7%a8%d7%99%d7%9b%d7%94-%d7%a8%d7%9b%d7%94-%d7%9c%d7%91%d7%9f/
mysiddurname,חנוכה,MSN-970ff30ea15c,"סדר הדלקת נרות חנוכה כריכה רכה – אפור כהה",10.9,10.9,0,3,https://mysiddurname.co.il/product/%d7%a1%d7%93%d7%a8-%d7%94%d7%93%d7%9c%d7%a7%d7%aa-%d7%a0%d7%a8%d7%95%d7%aa-%d7%97%d7%a0%d7%95%d7%9b%d7%94-%d7%9b%d7%a8%d7%99%d7%9b%d7%94-%d7%a8%d7%9b%d7%94-%d7%90%d7%a4%d7%95%d7%a8-%d7%9b%d7%94/
mysiddurname,חנוכה,MSN-529bcf489da3,"סדר הדלקת נרות חנוכה כריכה קשה – שמנת",24.9,24.9,0,3,https://mysiddurname.co.il/product/%d7%a1%d7%93%d7%a8-%d7%94%d7%93%d7%9c%d7%a7%d7%aa-%d7%a0%d7%a8%d7%95%d7%aa-%d7%97%d7%a0%d7%95%d7%9b%d7%94-%d7%9b%d7%a8%d7%99%d7%9b%d7%94-%d7%a7%d7%a9%d7%94-%d7%a9%d7%9e%d7%a0%d7%aa/
mysiddurname,חנוכה,MSN-3725ca632443,"סדר הדלקת נרות חנוכה כריכה קשה – אפור כהה",24.9,24.9,0,3,https://mysiddurname.co.il/product/%d7%a1%d7%93%d7%a8-%d7%94%d7%93%d7%9c%d7%a7%d7%aa-%d7%a0%d7%a8%d7%95%d7%aa-%d7%97%d7%a0%d7%95%d7%9b%d7%94-%d7%9b%d7%a8%d7%99%d7%9b%d7%94-%d7%a7%d7%a9%d7%94-%d7%90%d7%a4%d7%95%d7%a8-%d7%9b%d7%94/
mysiddurname,חנוכה,MSN-ccc5a81c8605,"סדר הדלקת נרות חנוכה כריכה רכה – שמנת",10.9,10.9,0,3,https://mysiddurname.co.il/product/%d7%a1%d7%93%d7%a8-%d7%94%d7%93%d7%9c%d7%a7%d7%aa-%d7%a0%d7%a8%d7%95%d7%aa-%d7%97%d7%a0%d7%95%d7%9b%d7%94-%d7%9b%d7%a8%d7%99%d7%9b%d7%94-%d7%a8%d7%9b%d7%94-%d7%a9%d7%9e%d7%a0%d7%aa/
mysiddurname,חנוכה,MSN-e2c86eb44065,"סדר הדלקת נרות חנוכה כריכה קשה – לבן",24.9,24.9,0,3,https://mysiddurname.co.il/product/%d7%a1%d7%93%d7%a8-%d7%94%d7%93%d7%9c%d7%a7%d7%aa-%d7%a0%d7%a8%d7%95%d7%aa-%d7%97%d7%a0%d7%95%d7%9b%d7%94-%d7%9b%d7%a8%d7%99%d7%9b%d7%94-%d7%a7%d7%a9%d7%94-%d7%9c%d7%91%d7%9f/
mysiddurname,חנוכה,MSN-154,"סדר הדלקת נר חנוכה אקרילי כסף",79,79,0,1,https://mysiddurname.co.il/product/%d7%a1%d7%93%d7%a8-%d7%94%d7%93%d7%9c%d7%a7%d7%aa-%d7%a0%d7%a8-%d7%97%d7%a0%d7%95%d7%9b%d7%94-%d7%90%d7%a7%d7%a8%d7%99%d7%9c%d7%99-%d7%9b%d7%a1%d7%a3/
mysiddurname,חנוכה,MSN-5da48b85f5de,"ברכון חנוכה דגם תלת מימד",7.9,7.9,0,2,https://mysiddurname.co.il/product/%d7%91%d7%a8%d7%9b%d7%95%d7%9f-%d7%97%d7%a0%d7%95%d7%9b%d7%94-%d7%93%d7%92%d7%9d-%d7%aa%d7%9c%d7%aa-%d7%9e%d7%99%d7%9e%d7%93/
mysiddurname,חנוכה,MSN-9207,"ספרון חנוכה דמוי עור כריכה קשה גדול",41.9,41.9,0,2,https://mysiddurname.co.il/product/%d7%a1%d7%a4%d7%a8%d7%95%d7%9f-%d7%97%d7%a0%d7%95%d7%9b%d7%94-%d7%93%d7%9e%d7%95%d7%99-%d7%a2%d7%95%d7%a8-%d7%9b%d7%a8%d7%99%d7%9b%d7%94-%d7%a7%d7%a9%d7%94-%d7%92%d7%93%d7%95%d7%9c/
mysiddurname,חנוכה,MSN-9204,"ספרון חנוכה דמוי עור קשה דגם חלון",39.9,39.9,0,2,https://mysiddurname.co.il/product/%d7%a1%d7%a4%d7%a8%d7%95%d7%9f-%d7%97%d7%a0%d7%95%d7%9b%d7%94-%d7%93%d7%9e%d7%95%d7%99-%d7%a2%d7%95%d7%a8-%d7%a7%d7%a9%d7%94-%d7%93%d7%92%d7%9d-%d7%97%d7%9c%d7%95%d7%9f/
mysiddurname,חנוכה,MSN-9202,"ספרון חנוכה דגם מכבים",11.9,11.9,0,1,https://mysiddurname.co.il/product/%d7%a1%d7%a4%d7%a8%d7%95%d7%9f-%d7%97%d7%a0%d7%95%d7%9b%d7%94-%d7%93%d7%92%d7%9d-%d7%9e%d7%9b%d7%91%d7%99%d7%9d/
mysiddurname,חנוכה,MSN-9200,"ספרון חנוכה דגם מדליה",11.9,11.9,0,1,https://mysiddurname.co.il/product/%d7%a1%d7%a4%d7%a8%d7%95%d7%9f-%d7%97%d7%a0%d7%95%d7%9b%d7%94-%d7%93%d7%92%d7%9d-%d7%9e%d7%93%d7%9c%d7%99%d7%94/
mysiddurname,חנוכה,MSN-9198,"ברכון חנוכה דגם מעוז – כחול",7.9,7.9,0,1,https://mysiddurname.co.il/product/%d7%91%d7%a8%d7%9b%d7%95%d7%9f-%d7%97%d7%a0%d7%95%d7%9b%d7%94-%d7%93%d7%92%d7%9d-%d7%9e%d7%a2%d7%95%d7%96-%d7%9b%d7%97%d7%95%d7%9c/
mysiddurname,חנוכה,MSN-8261,"ספר הקידוש כריכה קשה – לבן כסף",38.9,38.9,0,2,https://mysiddurname.co.il/product/%d7%a1%d7%a4%d7%a8-%d7%94%d7%a7%d7%99%d7%93%d7%95%d7%a9-%d7%9b%d7%a8%d7%99%d7%9b%d7%94-%d7%a7%d7%a9%d7%94-%d7%9c%d7%91%d7%9f-%d7%9b%d7%a1%d7%a3/
mysiddurname,חנוכה,MSN-8269,"ספר הקידוש דמוי עור כריכה קשה צבע לבן זהב",43.9,43.9,0,1,https://mysiddurname.co.il/product/%d7%a1%d7%a4%d7%a8-%d7%94%d7%a7%d7%99%d7%93%d7%95%d7%a9-%d7%93%d7%9e%d7%95%d7%99-%d7%a2%d7%95%d7%a8-%d7%9b%d7%a8%d7%99%d7%9b%d7%94-%d7%a7%d7%a9%d7%94-%d7%a6%d7%91%d7%a2-%d7%96%d7%94%d7%91/
mysiddurname,חנוכה,MSN-8266,"ספר הקידוש דמוי עור כריכה קשה צבע לבן כסף",43.9,43.9,0,2,https://mysiddurname.co.il/product/%d7%a1%d7%a4%d7%a8-%d7%94%d7%a7%d7%99%d7%93%d7%95%d7%a9-%d7%93%d7%9e%d7%95%d7%99-%d7%a2%d7%95%d7%a8-%d7%9b%d7%a8%d7%99%d7%9b%d7%94-%d7%a7%d7%a9%d7%94-%d7%a6%d7%91%d7%a2-%d7%9c%d7%91%d7%9f-%d7%9b%d7%a1/
mysiddurname,חנוכה,MSN-8267,"ספר הקידוש דמוי עור כריכה קשה צבע שחור",43.9,43.9,0,1,https://mysiddurname.co.il/product/%d7%a1%d7%a4%d7%a8-%d7%94%d7%a7%d7%99%d7%93%d7%95%d7%a9-%d7%93%d7%9e%d7%95%d7%99-%d7%a2%d7%95%d7%a8-%d7%9b%d7%a8%d7%99%d7%9b%d7%94-%d7%a7%d7%a9%d7%94-%d7%a6%d7%91%d7%a2-%d7%a9%d7%97%d7%95%d7%a8/
mysiddurname,חנוכה,MSN-8268,"ספר הקידוש דמוי עור כריכה קשה צבע אפור",43.9,43.9,0,1,https://mysiddurname.co.il/product/%d7%a1%d7%a4%d7%a8-%d7%94%d7%a7%d7%99%d7%93%d7%95%d7%a9-%d7%93%d7%9e%d7%95%d7%99-%d7%a2%d7%95%d7%a8-%d7%9b%d7%a8%d7%99%d7%9b%d7%94-%d7%a7%d7%a9%d7%94-%d7%a6%d7%91%d7%a2-%d7%90%d7%a4%d7%95%d7%a8/
mysiddurname,חנוכה,MSN-8270,"ספר הקידוש דמוי עור כריכה קשה צבע אבן",43.9,43.9,0,1,https://mysiddurname.co.il/product/%d7%a1%d7%a4%d7%a8-%d7%94%d7%a7%d7%99%d7%93%d7%95%d7%a9-%d7%93%d7%9e%d7%95%d7%99-%d7%a2%d7%95%d7%a8-%d7%9b%d7%a8%d7%99%d7%9b%d7%94-%d7%a7%d7%a9%d7%94-%d7%a6%d7%91%d7%a2-%d7%90%d7%91%d7%9f/
mysiddurname,חנוכה,MSN-b25072548a70,"ספרון חנוכה דגם כד השמן – שמנת",44.9,44.9,0,2,https://mysiddurname.co.il/product/%d7%a1%d7%a4%d7%a8%d7%95%d7%9f-%d7%97%d7%a0%d7%95%d7%9b%d7%94-%d7%93%d7%92%d7%9d-%d7%9b%d7%93-%d7%94%d7%a9%d7%9e%d7%9f-%d7%a9%d7%9e%d7%a0%d7%aa/
mysiddurname,חנוכה,MSN-0c3d6e7b07e4,"ספרון חנוכה דגם כד השמן – רוז גולד",44.9,44.9,0,1,https://mysiddurname.co.il/product/%d7%a1%d7%a4%d7%a8%d7%95%d7%9f-%d7%97%d7%a0%d7%95%d7%9b%d7%94-%d7%93%d7%92%d7%9d-%d7%9b%d7%93-%d7%94%d7%a9%d7%9e%d7%9f-%d7%a8%d7%95%d7%96-%d7%92%d7%95%d7%9c%d7%93/
mysiddurname,חנוכה,MSN-72ad02eb0149,"ספרון חנוכה דגם כד השמן – לבן",44.9,44.9,0,1,https://mysiddurname.co.il/product/%d7%a1%d7%a4%d7%a8%d7%95%d7%9f-%d7%97%d7%a0%d7%95%d7%9b%d7%94-%d7%93%d7%92%d7%9d-%d7%9b%d7%93-%d7%94%d7%a9%d7%9e%d7%9f-%d7%9c%d7%91%d7%9f/
mysiddurname,חנוכה,MSN-592916f39e67,"ספרון חנוכה דגם כד השמן – חום",44.9,44.9,0,1,https://mysiddurname.co.il/product/%d7%a1%d7%a4%d7%a8%d7%95%d7%9f-%d7%97%d7%a0%d7%95%d7%9b%d7%94-%d7%93%d7%92%d7%9d-%d7%9b%d7%93-%d7%94%d7%a9%d7%9e%d7%9f-%d7%97%d7%95%d7%9d/
mysiddurname,חנוכה,MSN-824,"ספר הקידוש כריכה רכה – שמנת",26.9,26.9,0,3,https://mysiddurname.co.il/product/%d7%a1%d7%a4%d7%a8-%d7%94%d7%a7%d7%99%d7%93%d7%95%d7%a9-%d7%9b%d7%a8%d7%99%d7%9b%d7%94-%d7%a8%d7%9b%d7%94-%d7%a9%d7%9e%d7%a0%d7%aa/
mysiddurname,חנוכה,MSN-825,"ספר הקידוש כריכה רכה – שחור",26.9,26.9,0,3,https://mysiddurname.co.il/product/%d7%a1%d7%a4%d7%a8-%d7%94%d7%a7%d7%99%d7%93%d7%95%d7%a9-%d7%9b%d7%a8%d7%99%d7%9b%d7%94-%d7%a8%d7%9b%d7%94-%d7%a9%d7%97%d7%95%d7%a8/
mysiddurname,חנוכה,MSN-823,"ספר הקידוש כריכה רכה – לבן",26.9,26.9,0,3,https://mysiddurname.co.il/product/%d7%a1%d7%a4%d7%a8-%d7%94%d7%a7%d7%99%d7%93%d7%95%d7%a9-%d7%9b%d7%a8%d7%99%d7%9b%d7%94-%d7%a8%d7%9b%d7%94-%d7%9c%d7%91%d7%9f/
mysiddurname,חנוכה,MSN-827,"ספר הקידוש כריכה קשה – שמנת",38.9,38.9,0,2,https://mysiddurname.co.il/product/%d7%a1%d7%a4%d7%a8-%d7%94%d7%a7%d7%99%d7%93%d7%95%d7%a9-%d7%9b%d7%a8%d7%99%d7%9b%d7%94-%d7%a7%d7%a9%d7%94-%d7%a9%d7%9e%d7%a0%d7%aa/
mysiddurname,חנוכה,MSN-828,"ספר הקידוש כריכה קשה – שחור",38.9,38.9,0,3,https://mysiddurname.co.il/product/%d7%a1%d7%a4%d7%a8-%d7%94%d7%a7%d7%99%d7%93%d7%95%d7%a9-%d7%9b%d7%a8%d7%99%d7%9b%d7%94-%d7%a7%d7%a9%d7%94-%d7%a9%d7%97%d7%95%d7%a8/
mysiddurname,חנוכה,MSN-826,"ספר הקידוש כריכה קשה – לבן",38.9,38.9,0,3,https://mysiddurname.co.il/product/%d7%a1%d7%a4%d7%a8-%d7%94%d7%a7%d7%99%d7%93%d7%95%d7%a9-%d7%9b%d7%a8%d7%99%d7%9b%d7%94-%d7%a7%d7%a9%d7%94-%d7%9c%d7%91%d7%9f/
mysiddurname,חנוכה,MSN-c7af3b52767e,"סדר הדלקת נרות חנוכה עם מזמורים",11.9,11.9,0,2,https://mysiddurname.co.il/product/%d7%a1%d7%93%d7%a8-%d7%94%d7%93%d7%9c%d7%a7%d7%aa-%d7%a0%d7%a8%d7%95%d7%aa-%d7%97%d7%a0%d7%95%d7%9b%d7%94-%d7%a2%d7%9d-%d7%9e%d7%96%d7%9e%d7%95%d7%a8%d7%99%d7%9d/
mysiddurname,חנוכה,MSN-1028,"סדר הדלקת נרות חנוכה יוקרתי זהב",7.9,7.9,0,2,https://mysiddurname.co.il/product/%d7%a1%d7%93%d7%a8-%d7%94%d7%93%d7%9c%d7%a7%d7%aa-%d7%a0%d7%a8%d7%95%d7%aa-%d7%97%d7%a0%d7%95%d7%9b%d7%94-%d7%99%d7%95%d7%a7%d7%a8%d7%aa%d7%99-%d7%96%d7%94%d7%91/
mysiddurname,חנוכה,MSN-1029,"סדר הדלקת נרות חנוכה יוקרתי – כסף",7.9,7.9,0,1,https://mysiddurname.co.il/product/%d7%a1%d7%93%d7%a8-%d7%94%d7%93%d7%9c%d7%a7%d7%aa-%d7%a0%d7%a8%d7%95%d7%aa-%d7%97%d7%a0%d7%95%d7%9b%d7%94-%d7%99%d7%95%d7%a7%d7%a8%d7%aa%d7%99-%d7%9b%d7%a1%d7%a3/
mysiddurname,חנוכה,MSN-1fb8d1f6474d,"סדר הדלקת נרות חנוכה בעיצוב אישי",17.9,17.9,0,2,https://mysiddurname.co.il/product/%d7%a1%d7%93%d7%a8-%d7%94%d7%93%d7%9c%d7%a7%d7%aa-%d7%a0%d7%a8%d7%95%d7%aa-%d7%97%d7%a0%d7%95%d7%9b%d7%94-%d7%91%d7%a2%d7%99%d7%a6%d7%95%d7%91-%d7%90%d7%99%d7%a9%d7%99/
mysiddurname,חנוכה,MSN-1032,"סדר הדלקת נרות חנוכה – דמוי עור שחור זהב",28.9,28.9,0,1,https://mysiddurname.co.il/product/%d7%a1%d7%93%d7%a8-%d7%94%d7%93%d7%9c%d7%a7%d7%aa-%d7%a0%d7%a8%d7%95%d7%aa-%d7%97%d7%a0%d7%95%d7%9b%d7%94-%d7%93%d7%9e%d7%95%d7%99-%d7%a2%d7%95%d7%a8-%d7%a9%d7%97%d7%95%d7%a8-%d7%96%d7%94%d7%91/
mysiddurname,חנוכה,MSN-1031,"סדר הדלקת נרות חנוכה – דמוי עור לבן זהב",28.9,28.9,0,1,https://mysiddurname.co.il/product/%d7%a1%d7%93%d7%a8-%d7%94%d7%93%d7%9c%d7%a7%d7%aa-%d7%a0%d7%a8%d7%95%d7%aa-%d7%97%d7%a0%d7%95%d7%9b%d7%94-%d7%93%d7%9e%d7%95%d7%99-%d7%a2%d7%95%d7%a8-%d7%9c%d7%91%d7%9f-%d7%96%d7%94%d7%91/
mysiddurname,חנוכה,MSN-1033,"סדר הדלקת נרות חנוכה – דמוי עור זהב",28.9,28.9,0,1,https://mysiddurname.co.il/product/%d7%a1%d7%93%d7%a8-%d7%94%d7%93%d7%9c%d7%a7%d7%aa-%d7%a0%d7%a8%d7%95%d7%aa-%d7%97%d7%a0%d7%95%d7%9b%d7%94-%d7%93%d7%9e%d7%95%d7%99-%d7%a2%d7%95%d7%a8-%d7%96%d7%94%d7%91/
mysiddurname,חנוכה,MSN-693218e7afa1,"סדר הדלקת נרות חנוכה",9.9,9.9,0,3,https://mysiddurname.co.il/product/%d7%a1%d7%93%d7%a8-%d7%94%d7%93%d7%9c%d7%a7%d7%aa-%d7%a0%d7%a8%d7%95%d7%aa-%d7%97%d7%a0%d7%95%d7%9b%d7%94/
mysiddurname,חנוכה,MSN-b777a2ca0a26,"מארז סדר הדלקת נרות חנוכה ושוקולדים – שחור",99,99,0,1,https://mysiddurname.co.il/product/%d7%9e%d7%90%d7%a8%d7%96-%d7%a1%d7%93%d7%a8-%d7%94%d7%93%d7%9c%d7%a7%d7%aa-%d7%a0%d7%a8%d7%95%d7%aa-%d7%97%d7%a0%d7%95%d7%9b%d7%94-%d7%95%d7%a9%d7%95%d7%a7%d7%95%d7%9c%d7%93%d7%99%d7%9d-%d7%a9%d7%97/
mysiddurname,חנוכה,MSN-ad182c717a40,"מארז סדר הדלקת נרות חנוכה ושוקולדים – לבן",99,99,0,1,https://mysiddurname.co.il/product/%d7%9e%d7%90%d7%a8%d7%96-%d7%a1%d7%93%d7%a8-%d7%94%d7%93%d7%9c%d7%a7%d7%aa-%d7%a0%d7%a8%d7%95%d7%aa-%d7%97%d7%a0%d7%95%d7%9b%d7%94-%d7%95%d7%a9%d7%95%d7%a7%d7%95%d7%9c%d7%93%d7%99%d7%9d-%d7%9c%d7%91/
mysiddurname,חנוכה,MSN-60d0288911b6,"מארז סדר הדלקת נרות חנוכה ושוקולדים – זהב",99,99,0,1,https://mysiddurname.co.il/product/%d7%9e%d7%90%d7%a8%d7%96-%d7%a1%d7%93%d7%a8-%d7%94%d7%93%d7%9c%d7%a7%d7%aa-%d7%a0%d7%a8%d7%95%d7%aa-%d7%97%d7%a0%d7%95%d7%9b%d7%94-%d7%95%d7%a9%d7%95%d7%a7%d7%95%d7%9c%d7%93%d7%99%d7%9d-%d7%96%d7%94/
mysiddurname,חנוכה,MSN-52b36260f48b,"מארז סדר הדלקת נרות חנוכה ושוקולדים – אפור",99,99,0,1,https://mysiddurname.co.il/product/%d7%9e%d7%90%d7%a8%d7%96-%d7%a1%d7%93%d7%a8-%d7%94%d7%93%d7%9c%d7%a7%d7%aa-%d7%a0%d7%a8%d7%95%d7%aa-%d7%97%d7%a0%d7%95%d7%9b%d7%94-%d7%95%d7%a9%d7%95%d7%a7%d7%95%d7%9c%d7%93%d7%99%d7%9d-%d7%90%d7%a4/
mysiddurname,חנוכה,MSN-1dc2554c5511,"הדלקת נרות חנוכה ומזמורים – ירוק וינטאג'",8.9,8.9,0,1,https://mysiddurname.co.il/product/%d7%94%d7%93%d7%9c%d7%a7%d7%aa-%d7%a0%d7%a8%d7%95%d7%aa-%d7%97%d7%a0%d7%95%d7%9b%d7%94-%d7%95%d7%9e%d7%96%d7%9e%d7%95%d7%a8%d7%99%d7%9d-%d7%99%d7%a8%d7%95%d7%a7-%d7%95%d7%99%d7%a0%d7%98%d7%90%d7%92/
mysiddurname,חנוכה,MSN-885f860fe90d,"הדלקת נרות חנוכה ומזמורים – אדום",8.9,8.9,0,1,https://mysiddurname.co.il/product/%d7%94%d7%93%d7%9c%d7%a7%d7%aa-%d7%a0%d7%a8%d7%95%d7%aa-%d7%97%d7%a0%d7%95%d7%9b%d7%94-%d7%95%d7%9e%d7%96%d7%9e%d7%95%d7%a8%d7%99%d7%9d-%d7%90%d7%93%d7%95%d7%9d/
mysiddurname,חנוכה,MSN-1093,"הדלקת נרות חנוכה דגם שלוש",8.9,8.9,0,2,https://mysiddurname.co.il/product/%d7%94%d7%93%d7%9c%d7%a7%d7%aa-%d7%a0%d7%a8%d7%95%d7%aa-%d7%97%d7%a0%d7%95%d7%9b%d7%94-%d7%93%d7%92%d7%9d-%d7%a9%d7%9c%d7%95%d7%a9/
mysiddurname,חנוכה,MSN-1092,"הדלקת נרות חנוכה דגם אור",29.9,29.9,0,3,https://mysiddurname.co.il/product/%d7%94%d7%93%d7%9c%d7%a7%d7%aa-%d7%a0%d7%a8%d7%95%d7%aa-%d7%97%d7%a0%d7%95%d7%9b%d7%94-%d7%93%d7%92%d7%9d-%d7%90%d7%95%d7%a8/
mysiddurname,חנוכה,MSN-f6349d366b95,"ברכון חנוכה שחור זהב",8,8,0,1,https://mysiddurname.co.il/product/%d7%91%d7%a8%d7%9b%d7%95%d7%9f-%d7%97%d7%a0%d7%95%d7%9b%d7%94-%d7%a9%d7%97%d7%95%d7%a8-%d7%96%d7%94%d7%91/
mysiddurname,חנוכה,MSN-e6817d097576,"ברכון חנוכה כסוף",7.9,7.9,0,3,https://mysiddurname.co.il/product/%d7%91%d7%a8%d7%9b%d7%95%d7%9f-%d7%97%d7%a0%d7%95%d7%9b%d7%94-%d7%9b%d7%a1%d7%95%d7%a3/
mysiddurname,חנוכה,MSN-216a279db63c,"ברכון חנוכה זהב",5.9,5.9,0,3,https://mysiddurname.co.il/product/%d7%91%d7%a8%d7%9b%d7%95%d7%9f-%d7%97%d7%a0%d7%95%d7%9b%d7%94-%d7%96%d7%94%d7%91/
mysiddurname,ראש השנה,MSN-1a9075866afd,"ברכון ראש השנה דגם רימונים לבן כסף",7.9,7.9,0,3,https://mysiddurname.co.il/product/%d7%91%d7%a8%d7%9b%d7%95%d7%9f-%d7%a8%d7%90%d7%a9-%d7%94%d7%a9%d7%a0%d7%94-%d7%93%d7%92%d7%9d-%d7%a8%d7%99%d7%9e%d7%95%d7%a0%d7%99%d7%9d-%d7%9c%d7%91%d7%9f-%d7%9b%d7%a1%d7%a3/
mysiddurname,ראש השנה,MSN-dbae01e97068,"ברכון ראש השנה דגם רימונים לבן זהב",7.9,7.9,0,3,https://mysiddurname.co.il/product/%d7%91%d7%a8%d7%9b%d7%95%d7%9f-%d7%a8%d7%90%d7%a9-%d7%94%d7%a9%d7%a0%d7%94-%d7%93%d7%92%d7%9d-%d7%a8%d7%99%d7%9e%d7%95%d7%a0%d7%99%d7%9d-%d7%9c%d7%91%d7%9f-%d7%96%d7%94%d7%91/
mysiddurname,ראש השנה,MSN-05ac0c138707,"ברכון סדר סימני ראש השנה חדש עלינו – שחור",6.9,6.9,0,3,https://mysiddurname.co.il/product/%d7%91%d7%a8%d7%9b%d7%95%d7%9f-%d7%a1%d7%93%d7%a8-%d7%a1%d7%99%d7%9e%d7%a0%d7%99-%d7%a8%d7%90%d7%a9-%d7%94%d7%a9%d7%a0%d7%94-%d7%97%d7%93%d7%a9-%d7%a2%d7%9c%d7%99%d7%a0%d7%95-%d7%a9%d7%97%d7%95/
mysiddurname,ראש השנה,MSN-7f47331aea44,"ברכון סדר סימני ראש השנה חדש עלינו – לבן",6.9,6.9,0,3,https://mysiddurname.co.il/product/%d7%91%d7%a8%d7%9b%d7%95%d7%9f-%d7%a1%d7%93%d7%a8-%d7%a1%d7%99%d7%9e%d7%a0%d7%99-%d7%a8%d7%90%d7%a9-%d7%94%d7%a9%d7%a0%d7%94-%d7%97%d7%93%d7%a9-%d7%a2%d7%9c%d7%99%d7%a0%d7%95-%d7%9c%d7%91%d7%9f/
mysiddurname,ראש השנה,MSN-223,"סדר ראש השנה ניוד זהב עברית אנגלית",10.9,10.9,0,3,https://mysiddurname.co.il/product/%d7%a1%d7%93%d7%a8-%d7%a8%d7%90%d7%a9-%d7%94%d7%a9%d7%a0%d7%94-%d7%a0%d7%99%d7%95%d7%93-%d7%96%d7%94%d7%91-%d7%a2%d7%91%d7%a8%d7%99%d7%aa-%d7%90%d7%a0%d7%92%d7%9c%d7%99%d7%aa/
mysiddurname,ראש השנה,MSN-1525,"סדר ראש השנה ניוד זהב",9.5,9.5,0,3,https://mysiddurname.co.il/product/%d7%a1%d7%93%d7%a8-%d7%a8%d7%90%d7%a9-%d7%94%d7%a9%d7%a0%d7%94-%d7%a0%d7%99%d7%95%d7%93-%d7%96%d7%94%d7%91/
mysiddurname,ראש השנה,MSN-949,"סדר תשליך לבן כסף בכריכה רכה",7.9,7.9,0,1,https://mysiddurname.co.il/product/%d7%a1%d7%93%d7%a8-%d7%aa%d7%a9%d7%9c%d7%99%d7%9a-%d7%9c%d7%91%d7%9f-%d7%9b%d7%a1%d7%a3/
mysiddurname,ראש השנה,MSN-10152,"סדר ראש השנה דגם אושר אנגלית כריכה קשה דמוי עור- חום",34.9,34.9,0,3,https://mysiddurname.co.il/product/%d7%a1%d7%93%d7%a8-%d7%a8%d7%90%d7%a9-%d7%94%d7%a9%d7%a0%d7%94-%d7%93%d7%92%d7%9d-%d7%90%d7%95%d7%a9%d7%a8-%d7%90%d7%a0%d7%92%d7%9c%d7%99%d7%aa-%d7%9b%d7%a8%d7%99%d7%9b%d7%94-%d7%a7%d7%a9%d7%94-3/
mysiddurname,ראש השנה,MSN-10151,"סדר ראש השנה דגם אושר אנגלית כריכה קשה דמוי עור- ורוד עתיק",34.9,34.9,0,3,https://mysiddurname.co.il/product/%d7%a1%d7%93%d7%a8-%d7%a8%d7%90%d7%a9-%d7%94%d7%a9%d7%a0%d7%94-%d7%93%d7%92%d7%9d-%d7%90%d7%95%d7%a9%d7%a8-%d7%90%d7%a0%d7%92%d7%9c%d7%99%d7%aa-%d7%9b%d7%a8%d7%99%d7%9b%d7%94-%d7%a7%d7%a9%d7%94-2/
mysiddurname,ראש השנה,MSN-10150,"סדר ראש השנה דגם אושר אנגלית כריכה קשה דמוי עור- לבן",34.9,34.9,0,3,https://mysiddurname.co.il/product/%d7%a1%d7%93%d7%a8-%d7%a8%d7%90%d7%a9-%d7%94%d7%a9%d7%a0%d7%94-%d7%93%d7%92%d7%9d-%d7%90%d7%95%d7%a9%d7%a8-%d7%90%d7%a0%d7%92%d7%9c%d7%99%d7%aa-%d7%9b%d7%a8%d7%99%d7%9b%d7%94-%d7%a7%d7%a9%d7%94-%d7%93/
mysiddurname,ראש השנה,MSN-10149,"סדר ראש השנה דגם אושר אנגלית כריכה קשה דמוי עור- אבן",34.9,34.9,0,3,https://mysiddurname.co.il/product/%d7%a1%d7%93%d7%a8-%d7%a8%d7%90%d7%a9-%d7%94%d7%a9%d7%a0%d7%94-%d7%93%d7%92%d7%9d-%d7%90%d7%95%d7%a9%d7%a8-%d7%90%d7%a0%d7%92%d7%9c%d7%99%d7%aa-%d7%9b%d7%a8%d7%99%d7%9b%d7%94-%d7%a7%d7%a9%d7%94/
mysiddurname,ראש השנה,MSN-10148,"סדר ראש השנה דגם אושר כריכה רכה דמוי עור- חום",23.9,23.9,0,1,https://mysiddurname.co.il/product/%d7%a1%d7%93%d7%a8-%d7%a8%d7%90%d7%a9-%d7%94%d7%a9%d7%a0%d7%94-%d7%93%d7%92%d7%9d-%d7%90%d7%95%d7%a9%d7%a8-%d7%9b%d7%a8%d7%99%d7%9b%d7%94-%d7%a8%d7%9b%d7%94-%d7%93%d7%9e%d7%95%d7%99-%d7%a2%d7%95-3/
