supplier,holiday,sku,name,price,supplierPrice,variants,images,url
mysiddurname,פסח,MSN-7660,"מארז מעבדות לחירות הגדה AI וקופסא למצות – זהב",219,219,0,3,https://mysiddurname.co.il/product/%d7%9e%d7%90%d7%a8%d7%96-%d7%9e%d7%a2%d7%91%d7%93%d7%95%d7%aa-%d7%9c%d7%97%d7%99%d7%a8%d7%95%d7%aa-%d7%94%d7%92%d7%93%d7%94-ai-%d7%95%d7%a7%d7%95%d7%a4%d7%a1%d7%90-%d7%9c%d7%9e%d7%a6%d7%95%d7%aa/
mysiddurname,פסח,MSN-7656,"מארז מעבדות לחירות הגדה AI וקופסא למצות – כסף",219,219,0,3,https://mysiddurname.co.il/product/%d7%9e%d7%90%d7%a8%d7%96-%d7%9e%d7%a2%d7%91%d7%93%d7%95%d7%aa-%d7%9c%d7%97%d7%99%d7%a8%d7%95%d7%aa-%d7%94%d7%92%d7%93%d7%94-ai-%d7%95%d7%a7%d7%95%d7%a4%d7%a1%d7%90-%d7%9c%d7%9e%d7%a6%d7%95%d7%aa-2/
mysiddurname,פסח,MSN-7556,"סט משפחתי הגדה לפסח דגם יציאת מצרים כריכה קשה – ירוק",279,279,0,1,https://mysiddurname.co.il/product/%d7%a1%d7%98-%d7%9e%d7%a9%d7%a4%d7%97%d7%aa%d7%99-%d7%94%d7%92%d7%93%d7%94-%d7%9c%d7%a4%d7%a1%d7%97-%d7%93%d7%92%d7%9d-%d7%99%d7%a6%d7%99%d7%90%d7%aa-%d7%9e%d7%a6%d7%a8%d7%99%d7%9d-%d7%9b%d7%a8-3/
mysiddurname,פסח,MSN-7552,"סט משפחתי הגדה לפסח דגם יציאת מצרים כריכה רכה – שחור",179,179,0,1,https://mysiddurname.co.il/product/%d7%a1%d7%98-%d7%9e%d7%a9%d7%a4%d7%97%d7%aa%d7%99-%d7%94%d7%92%d7%93%d7%94-%d7%9c%d7%a4%d7%a1%d7%97-%d7%93%d7%92%d7%9d-%d7%99%d7%a6%d7%99%d7%90%d7%aa-%d7%9e%d7%a6%d7%a8%d7%99%d7%9d-%d7%9b%d7%a8-2/
mysiddurname,פסח,MSN-7548,"סט משפחתי הגדה לפסח דגם יציאת מצרים כריכה רכה – לבן",179,179,0,1,https://mysiddurname.co.il/product/%d7%a1%d7%98-%d7%9e%d7%a9%d7%a4%d7%97%d7%aa%d7%99-%d7%94%d7%92%d7%93%d7%94-%d7%9c%d7%a4%d7%a1%d7%97-%d7%93%d7%92%d7%9d-%d7%99%d7%a6%d7%99%d7%90%d7%aa-%d7%9e%d7%a6%d7%a8%d7%99%d7%9d-%d7%9b%d7%a8%d7%99/
mysiddurname,פסח,MSN-7617,"סט פסח מלא 6 הגדות, קופסא למצות וכיסוי סאטן",319,319,0,3,https://mysiddurname.co.il/product/%d7%a1%d7%98-%d7%a4%d7%a1%d7%97-%d7%9e%d7%9c%d7%90-6-%d7%94%d7%92%d7%93%d7%95%d7%aa-%d7%a7%d7%95%d7%a4%d7%a1%d7%90-%d7%9c%d7%9e%d7%a6%d7%95%d7%aa-%d7%95%d7%9b%d7%99%d7%a1%d7%95%d7%99-%d7%a1%d7%90/
mysiddurname,פסח,MSN-7612,"סט שולחן פסח 6 הגדות וקופסא למצות",269,269,0,3,https://mysiddurname.co.il/product/%d7%a1%d7%98-%d7%a9%d7%95%d7%9c%d7%97%d7%9f-%d7%a4%d7%a1%d7%97-6-%d7%94%d7%92%d7%93%d7%95%d7%aa-%d7%95%d7%a7%d7%95%d7%a4%d7%a1%d7%90-%d7%9c%d7%9e%d7%a6%d7%95%d7%aa/
mysiddurname,פסח,MSN-7523,"סט משפחתי של הגדות דגם ליין",149,149,0,2,https://mysiddurname.co.il/product/%d7%a1%d7%98-%d7%9e%d7%a9%d7%a4%d7%97%d7%aa%d7%99-%d7%a9%d7%9c-%d7%94%d7%92%d7%93%d7%95%d7%aa-%d7%93%d7%92%d7%9d-%d7%9c%d7%99%d7%99%d7%9f/
mysiddurname,פסח,MSN-7607,"סט משפחתי הגדה לפסח דגם יציאת מצרים כריכה רכה – שמנת",179,179,0,2,https://mysiddurname.co.il/product/%d7%a1%d7%98-%d7%9e%d7%a9%d7%a4%d7%97%d7%aa%d7%99-%d7%94%d7%92%d7%93%d7%94-%d7%9c%d7%a4%d7%a1%d7%97-%d7%93%d7%92%d7%9d-%d7%99%d7%a6%d7%99%d7%90%d7%aa-%d7%9e%d7%a6%d7%a8%d7%99%d7%9d-%d7%9b%d7%a8-4/
mysiddurname,פסח,MSN-854ad825089f,"מארז משפחתי לפסח – הגדות לחג ויין",229,229,0,3,https://mysiddurname.co.il/product/%d7%9e%d7%90%d7%a8%d7%96-%d7%9e%d7%a9%d7%a4%d7%97%d7%aa%d7%99-%d7%9c%d7%a4%d7%a1%d7%97-%d7%94%d7%92%d7%93%d7%95%d7%aa-%d7%9c%d7%97%d7%92-%d7%95%d7%99%d7%99%d7%9f/
mysiddurname,פסח,MSN-d013f1a356da,"מארז משפחתי לפסח",169,169,0,3,https://mysiddurname.co.il/product/%d7%9e%d7%90%d7%a8%d7%96-%d7%9e%d7%a9%d7%a4%d7%97%d7%aa%d7%99-%d7%9c%d7%a4%d7%a1%d7%97/
mysiddurname,פסח,MSN-1299,"מארז משפחתי הגדה קלאסית כריכה קשה- כסף",209,209,0,3,https://mysiddurname.co.il/product/%d7%9e%d7%90%d7%a8%d7%96-%d7%9e%d7%a9%d7%a4%d7%97%d7%aa%d7%99-%d7%94%d7%92%d7%93%d7%94-%d7%a7%d7%9c%d7%90%d7%a1%d7%99%d7%aa-%d7%9b%d7%a8%d7%99%d7%9b%d7%94-%d7%a7%d7%a9%d7%94-%d7%9b%d7%a1%d7%a3/
mysiddurname,פסח,MSN-1298,"מארז משפחתי הגדה קלאסית כריכה קשה- זהב",209,209,0,3,https://mysiddurname.co.il/product/%d7%9e%d7%90%d7%a8%d7%96-%d7%9e%d7%a9%d7%a4%d7%97%d7%aa%d7%99-%d7%94%d7%92%d7%93%d7%94-%d7%a7%d7%9c%d7%90%d7%a1%d7%99%d7%aa-%d7%9b%d7%a8%d7%99%d7%9b%d7%94-%d7%a7%d7%a9%d7%94-%d7%96%d7%94%d7%91/
mysiddurname,פסח,MSN-1296,"מארז משפחתי דגם קריעת ים סוף כריכה רכה",149,149,0,3,https://mysiddurname.co.il/product/%d7%9e%d7%90%d7%a8%d7%96-%d7%9e%d7%a9%d7%a4%d7%97%d7%aa%d7%99-%d7%93%d7%92%d7%9d-%d7%a7%d7%a8%d7%99%d7%a2%d7%aa-%d7%99%d7%9d-%d7%a1%d7%95%d7%a3-%d7%9b%d7%a8%d7%99%d7%9b%d7%94-%d7%a8%d7%9b%d7%94/
mysiddurname,פסח,MSN-1293,"מארז לפסח למתנה לועדי עובדים",179,179,0,3,https://mysiddurname.co.il/product/%d7%9e%d7%90%d7%a8%d7%96-%d7%9c%d7%a4%d7%a1%d7%97-%d7%9c%d7%9e%d7%aa%d7%a0%d7%94-%d7%9c%d7%95%d7%a2%d7%93%d7%99-%d7%a2%d7%95%d7%91%d7%93%d7%99%d7%9d/
mysiddurname,פסח,MSN-1292,"מארז לפסח למתנה – הגדה לפסח, יין, כיסוי מצה ושוקולדים",219,219,0,3,https://mysiddurname.co.il/product/%d7%9e%d7%90%d7%a8%d7%96-%d7%9c%d7%a4%d7%a1%d7%97-%d7%9c%d7%9e%d7%aa%d7%a0%d7%94-%d7%94%d7%92%d7%93%d7%94-%d7%9c%d7%a4%d7%a1%d7%97-%d7%99%d7%99%d7%9f-%d7%9b%d7%99%d7%a1%d7%95%d7%99-%d7%9e%d7%a6/
mysiddurname,פסח,MSN-ed476c9ea443,"מארז לפסח יוקרתי – הגדות של פסח, יין, כוס קידוש ושוקולדים",349,349,0,3,https://mysiddurname.co.il/product/%d7%9e%d7%90%d7%a8%d7%96-%d7%9c%d7%a4%d7%a1%d7%97-%d7%99%d7%95%d7%a7%d7%a8%d7%aa%d7%99-%d7%94%d7%92%d7%93%d7%95%d7%aa-%d7%a9%d7%9c-%d7%a4%d7%a1%d7%97-%d7%99%d7%99%d7%9f-%d7%9b%d7%95%d7%a1-%d7%a7/
mysiddurname,פסח,MSN-1290,"מארז לפסח דגם מזוודה – שוקולד ויין",169,169,0,1,https://mysiddurname.co.il/product/%d7%9e%d7%90%d7%a8%d7%96-%d7%9c%d7%a4%d7%a1%d7%97-%d7%93%d7%92%d7%9d-%d7%9e%d7%96%d7%95%d7%95%d7%93%d7%94-%d7%a9%d7%95%d7%a7%d7%95%d7%9c%d7%93-%d7%95%d7%99%d7%99%d7%9f/
mysiddurname,פסח,MSN-90fa374570df,"מארז לפסח – הגדה של פסח, יין ושוקולדים",139,139,0,3,https://mysiddurname.co.il/product/%d7%9e%d7%90%d7%a8%d7%96-%d7%9c%d7%a4%d7%a1%d7%97-%d7%94%d7%92%d7%93%d7%94-%d7%a9%d7%9c-%d7%a4%d7%a1%d7%97-%d7%99%d7%99%d7%9f-%d7%95%d7%a9%d7%95%d7%a7%d7%95%d7%9c%d7%93%d7%99%d7%9d/
mysiddurname,פסח,MSN-e9467820d813,"מארז לפסח – הגדה של פסח לצד פרלינים שוויצרים – שמנת",99,99,0,2,https://mysiddurname.co.il/product/%d7%9e%d7%90%d7%a8%d7%96-%d7%9c%d7%a4%d7%a1%d7%97-%d7%94%d7%92%d7%93%d7%94-%d7%a9%d7%9c-%d7%a4%d7%a1%d7%97-%d7%9c%d7%a6%d7%93-%d7%a4%d7%a8%d7%9c%d7%99%d7%a0%d7%99%d7%9d-%d7%a9%d7%95%d7%95%d7%99/
mysiddurname,פסח,MSN-c432ee58ed33,"מארז הגדה לצד פרלינים שוויצרים בכשרות מהודרת – כסף",64.9,64.9,0,2,https://mysiddurname.co.il/product/haggadah-pearls-kosher/
mysiddurname,פסח,MSN-5f74a1775c6b,"מארז 4 הגדות לצד פרלינים שוויצרים בכשרות מהדורת",99,99,0,1,https://mysiddurname.co.il/product/%d7%9e%d7%90%d7%a8%d7%96-4-%d7%94%d7%92%d7%93%d7%95%d7%aa-%d7%9c%d7%a6%d7%93-%d7%a4%d7%a8%d7%9c%d7%99%d7%a0%d7%99%d7%9d-%d7%a9%d7%95%d7%95%d7%99%d7%a6%d7%a8%d7%99%d7%9d-%d7%91%d7%9b%d7%a9%d7%a8%d7%95/
mysiddurname,פסח,MSN-7379,"מעמד הגדות דגם קריסטל – כסף",549,549,0,1,https://mysiddurname.co.il/product/%d7%9e%d7%a2%d7%9e%d7%93-%d7%94%d7%92%d7%93%d7%95%d7%aa-%d7%93%d7%92%d7%9d-%d7%a7%d7%a8%d7%99%d7%a1%d7%98%d7%9c-%d7%9b%d7%a1%d7%a3/
mysiddurname,פסח,MSN-7378,"מעמד הגדות דגם קריסטל – לבן",549,549,0,1,https://mysiddurname.co.il/product/%d7%9e%d7%a2%d7%9e%d7%93-%d7%94%d7%92%d7%93%d7%95%d7%aa-%d7%93%d7%92%d7%9d-%d7%a7%d7%a8%d7%99%d7%a1%d7%98%d7%9c-%d7%9c%d7%91%d7%9f/
mysiddurname,פסח,MSN-7374,"מעמד הגדות דגם קריסטל – שמנת",549,549,0,1,https://mysiddurname.co.il/product/%d7%9e%d7%a2%d7%9e%d7%93-%d7%94%d7%92%d7%93%d7%95%d7%aa-%d7%93%d7%92%d7%9d-%d7%a7%d7%a8%d7%99%d7%a1%d7%98%d7%9c-%d7%a9%d7%9e%d7%a0%d7%aa/
mysiddurname,פסח,MSN-7372,"מעמד הגדות דגם קריסטל – שחור",549,549,0,1,https://mysiddurname.co.il/product/%d7%9e%d7%a2%d7%9e%d7%93-%d7%94%d7%92%d7%93%d7%95%d7%aa-%d7%93%d7%92%d7%9d-%d7%a7%d7%a8%d7%99%d7%a1%d7%98%d7%9c-%d7%a9%d7%97%d7%95%d7%a8/
mysiddurname,פסח,MSN-9fd209ecff08,"מארז לפסח סופר יוקרתי – הגדות של פסח, יין, כוס קידוש, כיסוי מצה ושוקולדים",379,379,0,3,https://mysiddurname.co.il/product/%d7%9e%d7%90%d7%a8%d7%96-%d7%9c%d7%a4%d7%a1%d7%97-%d7%a1%d7%95%d7%a4%d7%a8-%d7%99%d7%95%d7%a7%d7%a8%d7%aa%d7%99-%d7%94%d7%92%d7%93%d7%95%d7%aa-%d7%a9%d7%9c-%d7%a4%d7%a1%d7%97-%d7%99%d7%99%d7%9f/
mysiddurname,פסח,MSN-1081,"הגדות לפסח דמוי עור – מארז מפואר",309,309,0,3,https://mysiddurname.co.il/product/%d7%94%d7%92%d7%93%d7%95%d7%aa-%d7%9c%d7%a4%d7%a1%d7%97-%d7%93%d7%9e%d7%95%d7%99-%d7%a2%d7%95%d7%a8-%d7%9e%d7%90%d7%a8%d7%96-%d7%9e%d7%a4%d7%95%d7%90%d7%a8/
mysiddurname,פסח,MSN-1065,"הגדה של פסח דמוי עור דגם סימנים סט משפחתי – מגוון צבעים",249,249,0,3,https://mysiddurname.co.il/product/%d7%94%d7%92%d7%93%d7%94-%d7%a9%d7%9c-%d7%a4%d7%a1%d7%97-%d7%93%d7%9e%d7%95%d7%99-%d7%a2%d7%95%d7%a8-%d7%93%d7%92%d7%9d-%d7%a1%d7%99%d7%9e%d7%a0%d7%99%d7%9d-%d7%a1%d7%98-%d7%9e%d7%a9%d7%a4%d7%97%d7%aa/
mysiddurname,ראש השנה,MSN-8847,"מארז יין שנה טובה בכריכה קשה",94.9,94.9,0,3,https://mysiddurname.co.il/product/%d7%9e%d7%90%d7%a8%d7%96-%d7%99%d7%99%d7%9f-%d7%a9%d7%a0%d7%94-%d7%98%d7%95%d7%91%d7%94-%d7%91%d7%9b%d7%a8%d7%99%d7%9b%d7%94-%d7%a7%d7%a9%d7%94/
mysiddurname,ראש השנה,MSN-8845,"מארז יין שנה טובה דמוי עור",149,149,0,3,https://mysiddurname.co.il/product/%d7%9e%d7%90%d7%a8%d7%96-%d7%99%d7%99%d7%9f-%d7%a9%d7%a0%d7%94-%d7%98%d7%95%d7%91%d7%94-%d7%93%d7%9e%d7%95%d7%99-%d7%a2%d7%95%d7%a8/
simchonim,פורים,SIM-9184,"מארז מעטפת ושוקולד לפורים אומנותי",58,58,2,3,https://simchonim.co.il/products-catalog/%d7%9e%d7%aa%d7%a0%d7%95%d7%aa/%d7%9e%d7%90%d7%a8%d7%96%d7%99%d7%9d/%d7%9e%d7%90%d7%a8%d7%96-%d7%9e%d7%a2%d7%98%d7%a4%d7%aa-%d7%95%d7%a9%d7%95%d7%a7%d7%95%d7%9c%d7%93-%d7%9c%d7%a4%d7%95%d7%a8%d7%99%d7%9d-%d7%90%d7%95%d7%9e%d7%a0%d7%95%d7%aa%d7%99/
simchonim,פורים,SIM-99193,"מארז מעטפת ושוקולד לפורים שחור",58,58,2,3,https://simchonim.co.il/products-catalog/%d7%9e%d7%aa%d7%a0%d7%95%d7%aa/%d7%9e%d7%90%d7%a8%d7%96%d7%99%d7%9d/%d7%9e%d7%90%d7%a8%d7%96-%d7%9e%d7%a2%d7%98%d7%a4%d7%aa-%d7%a9%d7%97%d7%95%d7%a8-%d7%9c%d7%a4%d7%95%d7%a8%d7%99%d7%9d/
simchonim,פורים,SIM-36609,"מארז הרמוניה צבעוני לפורים",98,98,1,3,https://simchonim.co.il/products-catalog/%d7%97%d7%93%d7%a9-%d7%91%d7%a9%d7%9e%d7%97%d7%95%d7%a0%d7%99%d7%9d/%d7%9b%d7%9c-%d7%94%d7%9e%d7%95%d7%a6%d7%a8%d7%99%d7%9d-%d7%97%d7%93%d7%a9%d7%99%d7%9d/%d7%9e%d7%90%d7%a8%d7%96-%d7%94%d7%a8%d7%9e%d7%95%d7%a0%d7%99%d7%94-%d7%a6%d7%91%d7%a2%d7%95%d7%a0%d7%99-%d7%9c%d7%a4%d7%95%d7%a8%d7%99%d7%9d/
simchonim,פורים,SIM-4312,"מארז הרמוניה שחור לפורים",98,98,1,3,https://simchonim.co.il/products-catalog/%d7%97%d7%93%d7%a9-%d7%91%d7%a9%d7%9e%d7%97%d7%95%d7%a0%d7%99%d7%9d/%d7%9b%d7%9c-%d7%94%d7%9e%d7%95%d7%a6%d7%a8%d7%99%d7%9d-%d7%97%d7%93%d7%a9%d7%99%d7%9d/%d7%9e%d7%90%d7%a8%d7%96-%d7%94%d7%a8%d7%9e%d7%95%d7%a0%d7%99%d7%94-%d7%a9%d7%97%d7%95%d7%a8-%d7%9c%d7%a4%d7%95%d7%a8%d7%99%d7%9d/
simchonim,פורים,SIM-4309,"מארז ריחני אורה ושמחה לפורים",89,89,1,3,https://simchonim.co.il/products-catalog/%d7%9e%d7%aa%d7%a0%d7%95%d7%aa/%d7%9e%d7%90%d7%a8%d7%96%d7%99%d7%9d/%d7%9e%d7%90%d7%a8%d7%96-%d7%a8%d7%99%d7%97%d7%a0%d7%99-%d7%9c%d7%a4%d7%95%d7%a8%d7%99%d7%9d/
simchonim,פורים,SIM-4311,"מארז ברכונים מגנטי עם ליקר",72,72,2,3,https://simchonim.co.il/products-catalog/%d7%9e%d7%aa%d7%a0%d7%95%d7%aa/%d7%9e%d7%90%d7%a8%d7%96%d7%99%d7%9d/%d7%9e%d7%90%d7%a8%d7%96-%d7%91%d7%a8%d7%9b%d7%95%d7%a0%d7%99%d7%9d-%d7%9e%d7%92%d7%a0%d7%98%d7%99/
simchonim,פורים,SIM-4310,"מארז ליהודים היתה לפורים",136,136,1,3,https://simchonim.co.il/products-catalog/%d7%9e%d7%aa%d7%a0%d7%95%d7%aa/%d7%9e%d7%90%d7%a8%d7%96%d7%99%d7%9d/%d7%9e%d7%90%d7%a8%d7%96-%d7%9c%d7%99%d7%94%d7%95%d7%93%d7%99%d7%9d-%d7%94%d7%99%d7%aa%d7%94-%d7%9c%d7%a4%d7%95%d7%a8%d7%99%d7%9d/
simchonim,פורים,SIM-99196,"מארז פורים יוקרתי",155,155,1,3,https://simchonim.co.il/products-catalog/%d7%9e%d7%aa%d7%a0%d7%95%d7%aa/%d7%9e%d7%90%d7%a8%d7%96%d7%99%d7%9d/%d7%9e%d7%90%d7%a8%d7%96-%d7%a4%d7%95%d7%a8%d7%99%d7%9d-%d7%99%d7%95%d7%a7%d7%a8%d7%aa%d7%99/
simchonim,פורים,SIM-99195,"מארז אישי מגילת אסתר",98,98,1,3,https://simchonim.co.il/products-catalog/%d7%9e%d7%aa%d7%a0%d7%95%d7%aa/%d7%9e%d7%90%d7%a8%d7%96%d7%99%d7%9d/%d7%9e%d7%90%d7%a8%d7%96-%d7%90%d7%99%d7%a9%d7%99-%d7%9e%d7%92%d7%99%d7%9c%d7%aa-%d7%90%d7%a1%d7%aa%d7%a8/
simchonim,פורים,SIM-4319,"מארז ברכונים מגנטי לוסייט",325,325,2,3,https://simchonim.co.il/products-catalog/%d7%9e%d7%aa%d7%a0%d7%95%d7%aa/%d7%9e%d7%90%d7%a8%d7%96%d7%99%d7%9d/%d7%9e%d7%90%d7%a8%d7%96-%d7%91%d7%a8%d7%9b%d7%95%d7%a0%d7%99%d7%9d-%d7%9e%d7%92%d7%a0%d7%98%d7%99-%d7%9c%d7%95%d7%a1%d7%99%d7%99%d7%98/
simchonim,פורים,SIM-4320,"מארז זמירות דגם תחרה",380,380,2,3,https://simchonim.co.il/products-catalog/%d7%9e%d7%aa%d7%a0%d7%95%d7%aa/%d7%9e%d7%90%d7%a8%d7%96%d7%99%d7%9d/%d7%9e%d7%90%d7%a8%d7%96-%d7%96%d7%9e%d7%99%d7%a8%d7%95%d7%aa-%d7%93%d7%92%d7%9d-%d7%aa%d7%97%d7%a8%d7%94/
simchonim,ראש השנה,SIM-99824,"מארז הרמוניה אומנותי",98,98,2,3,https://simchonim.co.il/products-catalog/%d7%9e%d7%aa%d7%a0%d7%95%d7%aa/%d7%9e%d7%90%d7%a8%d7%96%d7%99%d7%9d/%d7%9e%d7%90%d7%a8%d7%96-%d7%94%d7%a8%d7%9e%d7%95%d7%a0%d7%99%d7%94-%d7%90%d7%95%d7%9e%d7%a0%d7%95%d7%aa%d7%99/
simchonim,ראש השנה,SIM-998141,"מארז הרמוניה דגם תפוח",98,98,3,3,https://simchonim.co.il/products-catalog/%d7%9e%d7%aa%d7%a0%d7%95%d7%aa/%d7%9e%d7%90%d7%a8%d7%96%d7%99%d7%9d/%d7%9e%d7%90%d7%a8%d7%96-%d7%94%d7%a8%d7%9e%d7%95%d7%a0%d7%99%d7%94-%d7%93%d7%92%d7%9d-%d7%aa%d7%a4%d7%95%d7%97/
simchonim,ראש השנה,SIM-810003,"מארז פסיפס רכה",79,79,2,3,https://simchonim.co.il/products-catalog/%d7%9e%d7%aa%d7%a0%d7%95%d7%aa/%d7%9e%d7%90%d7%a8%d7%96%d7%99%d7%9d/%d7%9e%d7%90%d7%a8%d7%96-%d7%a9%d7%a0%d7%94-%d7%93%d7%91%d7%a9/
simchonim,ראש השנה,SIM-9954,"מארז מעטפת דבש",58,58,2,3,https://simchonim.co.il/products-catalog/%d7%9e%d7%aa%d7%a0%d7%95%d7%aa/%d7%9e%d7%90%d7%a8%d7%96%d7%99%d7%9d/%d7%9e%d7%90%d7%a8%d7%96-%d7%9e%d7%a2%d7%98%d7%a4%d7%aa-%d7%93%d7%91%d7%a9/
simchonim,ראש השנה,SIM-999141,"מארז מעטפת פסיפס ושוקולד",58,58,2,3,https://simchonim.co.il/products-catalog/%d7%9e%d7%aa%d7%a0%d7%95%d7%aa/%d7%9e%d7%90%d7%a8%d7%96%d7%99%d7%9d/%d7%9e%d7%90%d7%a8%d7%96-%d7%9e%d7%a2%d7%98%d7%a4%d7%aa-%d7%a4%d7%a1%d7%99%d7%a4%d7%a1-%d7%95%d7%a9%d7%95%d7%a7%d7%95%d7%9c%d7%93/
simchonim,ראש השנה,SIM-954,"מארז דבש",78,78,2,3,https://simchonim.co.il/products-catalog/%d7%9e%d7%aa%d7%a0%d7%95%d7%aa/%d7%9e%d7%90%d7%a8%d7%96%d7%99%d7%9d/%d7%9e%d7%90%d7%a8%d7%96-%d7%93%d7%91%d7%a9/
simchonim,ראש השנה,SIM-810002,"מארז פסיפס קשה",78,78,2,3,https://simchonim.co.il/products-catalog/%d7%9e%d7%aa%d7%a0%d7%95%d7%aa/%d7%9e%d7%90%d7%a8%d7%96%d7%99%d7%9d/%d7%9e%d7%90%d7%a8%d7%96-%d7%a4%d7%a1%d7%99%d7%a4%d7%a1-%d7%95%d7%93%d7%91%d7%a9/
simchonim,ראש השנה,SIM-810001,"מארז כרטיס אומנותי",138,138,0,3,https://simchonim.co.il/products-catalog/%d7%9e%d7%aa%d7%a0%d7%95%d7%aa/%d7%9e%d7%90%d7%a8%d7%96%d7%99%d7%9d/%d7%9e%d7%90%d7%a8%d7%96-%d7%9b%d7%a8%d7%98%d7%99%d7%a1-%d7%90%d7%95%d7%9e%d7%a0%d7%95%d7%aa%d7%99-2/
simchonim,ראש השנה,SIM-99833201,"מארז אישי הדלקת נרות",98,98,1,3,https://simchonim.co.il/products-catalog/%d7%9e%d7%aa%d7%a0%d7%95%d7%aa/%d7%9e%d7%90%d7%a8%d7%96%d7%99%d7%9d/%d7%9e%d7%90%d7%a8%d7%96-%d7%90%d7%99%d7%a9%d7%99-%d7%94%d7%93%d7%9c%d7%a7%d7%aa-%d7%a0%d7%a8%d7%95%d7%aa/
